id,num_certificado,nombre_advc,superficie_certificada,municipio,estado,certification_year,vigencia,tipo_propietario,principales_ecosistemas,region_conanp
174,CONANP-59/2006,La Reforma,20,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
175,CONANP-60/2006,Los Lirios,3,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
176,CONANP-61/2006,Sacramento,6,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
177,CONANP-62/2006,Trapiche,4,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
178,CONANP-63/2006,La Soledad,10,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
179,CONANP-64/2006,Cafetal Las Flores,28,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
180,CONANP-65/2006,Juan Diego II,16,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
181,CONANP-66/2006,San Antonio,4,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
182,CONANP-67/2006,La Pasionaria,0.42,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,bosque mesófilo de montaña,Frontera Sur Istmo y Pacífico Sur
183,CONANP-68/2006,Tierra Colorada,2,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
184,CONANP-69/2006,San Ignacio,110,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
185,CONANP-70/2006,Piedra Blanca,2,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
186,CONANP-71/2006,Las Flores,2,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,bosque mesófilo de montaña,Frontera Sur Istmo y Pacífico Sur
187,CONANP-72/2006,San Vicente,22,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
188,CONANP-73/2006,Fraccionamiento Santa Fe,4,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
189,CONANP-74/2006,Rosalito I,3,Pluma Hidalgo,Oaxaca,2006,Perpetuidad,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
190,CONANP-75/2006,"El Borbollón, La Pandura y la Yerbabuena",817,Chilpancingo de los Bravo,Guerrero,2006,Perpetuidad,"Ejido
(Tierras de Uso Común)","bosque mesófilo de montaña, bosque de pino encino, bosque de galería, bosque de encino, selva baja caducifolia",Centro y Eje Neovolcánico
191,CONANP-76/2006,Area de Protección del Aguila Real de la Serranía de Juan Grande,"2,589.45",El Llano,Aguascalientes,2006,50,"Ejido
(Tierras de Uso Común)","pastizal-huizachal, matorral crasicaule, matorral de encino, bosque abierto de encino",Occidente y Pacífico Centro
192,CONANP-77/2006,Area de Conservación de la Ribera del Cajonos del Ejido Nuevo Málzaga,661.27,Santa María Jacatepec,Oaxaca,2006,99,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, ecosistema cavernícola",Frontera Sur Istmo y Pacífico Sur
193,CONANP-78/2006,Área de Conservación de la Ribera del Cajonos de la Comunidad de San Agustín,"1,765.07",Santa María Jacatepec,Oaxaca,2006,99,"Comunidad 
(Bienes comunales)","selva alta perennifolia, selva mediana subperennifolia, galería riparia, ecosistema cavernícola",Frontera Sur Istmo y Pacífico Sur
194,CONANP-80/2006,Area de Conservación de la Ribera del Cajonos del Ejido Plan Mata de Caña,"2,033.42",Santiago Jocotepec,Oaxaca,2006,99,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, galería riparia, ecosistema cavernícola",Frontera Sur Istmo y Pacífico Sur
195,CONANP-81/2006,"El Ocotalito, El Venadario y La Antena",340.9165,Leonardo Bravo,Guerrero,2006,20,"Ejido
(Tierras de Uso Común)","sabana de pino encino, matorral de encino ",Centro y Eje Neovolcánico
196,CONANP-100/2007,Area de Conservación de la Ribera del Cajonos del Ejido Plan De San Luis,"1,360.00",Santiago Jocotepec,Oaxaca,2007,Perpetuidad,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, ecosistema cavernícola",Frontera Sur Istmo y Pacífico Sur
197,CONANP-101/2007,Zona de Restauración Ecológica del Lobo Mexicano Potrero de Zamora,"4,417.50",Aramberri,Nuevo León,2007,99,"Ejido
(Tierras de Uso Común)","bosque alpino, bosque de pino, bosque de pino encino, chaparral, matorral desértico rosetófilo, matorral desértico micrófilo, pastizal inducido",Noreste y Sierra Madre Oriental
198,CONANP-102/2007,Zona de Restauración Ecológica del Lobo Mexicano San Joaquín de Soto,"6,405.57",Aramberri,Nuevo León,2007,99,"Ejido
(Tierras de Uso Común)","bosque alpino, bosque de pino, bosque de pino encino, chaparral, matorral desértico rosetófilo, matorral desértico micrófilo, pastizal inducido",Noreste y Sierra Madre Oriental
199,CONANP-103/2007,Zona de Restauración Ecológica del Lobo Mexicano Corona del Rosal,"6,579.21",Galeana,Nuevo León,2007,99,"Ejido
(Tierras de Uso Común)","bosque alpino, bosque de pino, bosque de pino encino, bosque mesófilo, bosque de galería, chaparral, matorral desértico rosetófilo, matorral desértico micrófilo, pastizal inducido",Noreste y Sierra Madre Oriental
200,CONANP-104/2007,Zona de Restauración Ecológica del Lobo Mexicano El Saucillo,"1,190.75",Aramberri,Nuevo León,2007,99,"Ejido
(Tierras de Uso Común)","bosque de pino encino, chaparral, matorral desértico rosetófilo, matorral desértico micrófilo, pastizal inducido",Noreste y Sierra Madre Oriental
201,CONANP-121/2007,Cafetal San Juanito,32,Pluma Hidalgo,Oaxaca,2007,99,Persona física,"selva alta perennifolia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
202,CONANP-124/2007,Área de Conservación Ecológica Comunitaria Campo Verde,847.16,Ajuchitlan del Progreso,Guerrero,2007,99,"Ejido
(Tierras de Uso Común)","bosque mesófilo de montaña, bosque de pino encino, bosque de galería, bosque de encino, selva mediana subcaducifolia, selva baja caducifolia",Centro y Eje Neovolcánico
203,*CONANP-134/2007,Sierra San Vicente,"14,932.18",Ocampo,Coahuila,2007,50,Persona física,"matorral xerófilo micrófilo, matorral xerófilo halófito, matorral xerófilo gipsófilo, matorral xerófilo rosetófilo, matorral xerófilo crasicaule, pradera",Noreste y Sierra Madre Oriental
204,CONANP-149/2007,Área Comunitaria de Conservación Buenos Aires,218.01,Acatlán de Pérez Figueroa,Oaxaca,2007,99,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
205,CONANP-162/2007,Reserva Ecológica El Edén,"1,540.95",Lázaro Cárdenas,Quintana Roo,2007,25,Persona física,"selva mediana, selva baja inundable, palmares tintales, humedales con sabana, vegetación secundaria",Península de Yucatán y Caribe Mexicano
206,CONANP-163/2007,Paraje El Frijolillo,"1,014.34",San Miguel Soyaltepec,Oaxaca,2007,25,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, pantano, vegetación acuática",Frontera Sur Istmo y Pacífico Sur
207,CONANP-165/2007,Área de Conservación de la Ribera del Cajonos del Ejido Plan Juan Martínez,259.504,Ayotzintepec,Oaxaca,2007,99,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
208,CONANP-166/2007,Zona de Restauración Ecológica del Lobo Mexicano La Providencia,"1,399.03",Galeana,Nuevo León,2008,99,"Ejido
(Tierras de Uso Común)","bosque de pino-encino, matorral xerófilo",Noreste y Sierra Madre Oriental
209,CONANP-170/2008,La Papalota 1,175.2188,Santiago Izcuintla,Nayarit,2008,99,Persona física,"matorral espinoso, manglar, vegetación costera halófita, vegetación acuática",Occidente y Pacífico Centro
210,CONANP-171/2008,La Papalota 2,193.61,Santiago Izcuintla,Nayarit,2008,99,Persona física,"matorral espinoso, manglar, vegetación costera halófita, vegetación acuática",Occidente y Pacífico Centro
211,CONANP-173/2008,Área de Conservación Ecológica Paraje Montero,667.853,Malinaltepec,Guerrero,2008,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo en cañadas, selva mediana subcaducifolia",Centro y Eje Neovolcánico
212,CONANP-175/2008,Área de Conservación Ecológica San José Vista Hermosa,459.51,San Luis Acatlán,Guerrero,2008,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo, bosque de galería, selva mediana subcaducifolia",Centro y Eje Neovolcánico
213,CONANP-179/2009,Área de Conservación del Faisán Real del Ejido Rancho Faisán,"4,208.70",Santa María Jacatepec,Oaxaca,2009,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, galería riparia, ecosistema cavernícola, ecosistema acuático",Frontera Sur Istmo y Pacífico Sur
214,CONANP-180/2009,Área de Conservación de la Cicada y la Pata de Elefante del Ejido Leyes de Reforma,"2,992.11",San José Chiltepec,Oaxaca,2009,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, galería riparia, ecosistema cavernícola, ecosistema acuático",Frontera Sur Istmo y Pacífico Sur
215,CONANP-181/2009,Área de Conservación del Mazate del Ejido Cerro Concha,"1,790.55",Santa María Jacatepec,Oaxaca,2009,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, galería riparia, ecosistema cavernícola, ecosistema acuático",Frontera Sur Istmo y Pacífico Sur
216,CONANP-182/2009,Área de Conservación de la Cycada del Ejido Emiliano Zapata,713.715,Santa María Jacatepec,Oaxaca,2009,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, galería riparia, ecosistema cavernícola, ecosistema acuático",Frontera Sur Istmo y Pacífico Sur
217,CONANP-183/2009,Zona de Uso Común I y Zona VIII,"1,264.87",Santa María Chimalapa,Oaxaca,2009,30,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
218,CONANP-184/2009,Área de Conservación Ecológica de San Miguel del Progreso,277,Malinaltepec,Guerrero,2009,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo de montaña",Centro y Eje Neovolcánico
219,CONANP-185/2009,Área de Conservación Ecológica de Colombia de Guadalupe,631.189,Malinaltepec,Guerrero,2009,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo en cañadas, selva mediana subcaducifolia",Centro y Eje Neovolcánico
220,CONANP-186/2009,Área de Conservación Ecológica de San Lucas Teocuitlapa,"1,024.00",Atlixtac,Guerrero,2009,30,"Comunidad 
(Bienes comunales)","bosque de encino, bosque de pino-encino, bosque alpino",Centro y Eje Neovolcánico
221,CONANP-187/2009,Área de Conservación Ecológica de Tecoyo,"1,025.71",Alpoyeca,Guerrero,2009,30,"Comunidad 
(Bienes comunales)","selva baja caducifolia, bosque de encino, bosque de galería",Centro y Eje Neovolcánico
222,CONANP-188/2009,Área de Conservación Ecológica de Huehuetepec,978.55,Atlamajalcingo del Monte,Guerrero,2009,30,"Comunidad 
(Bienes comunales)","bosque de encino, bosque de pino-encino",Centro y Eje Neovolcánico
223,CONANP-189/2009,Área de Conservación La Caverna,"1,414.86",Maravilla Tenejapa,Chiapas,2009,15,"Ejido
(Tierras de Uso Común)",selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
224,CONANP-190/2009,La Serranía,439.31,Las Margaritas,Chiapas,2009,15,"Ejido
(Tierras de Uso Común)",selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
225,CONANP-191/2009,Ozuma y Cuahuloma,804.1703,Hueyapan,Puebla,2009,15,Público Municipal,"bosque mesófilo de montaña, bosque de pino-encino",Planicie Costera y Golfo de México
226,CONANP-192/2010,Área de Conservación Cerro Mirador,"2,500.00",San Juan Bautista Valle Nacional,Oaxaca,2010,20,"Ejido
(Tierras de Uso Común)","bosque mesófilo, selva alta perennifolia, selva mediana subperennifolia, galería riparia, ecosistema cavernícola, ecosistema acuático",Frontera Sur Istmo y Pacífico Sur
227,CONANP-193/2010,Parque Ecológico de Iguala,51.3639,Iguala de la Independencia,Guerrero,2010,99,Persona moral,selva baja caducifolia,Centro y Eje Neovolcánico
228,CONANP-194/2010,Área de Conservación Montenegro,800,San Juan Bautista Valle Nacional,Oaxaca,2010,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, ecosistema cavernícola",Frontera Sur Istmo y Pacífico Sur
229,CONANP-195/2010,Área de Conservación Paso Nuevo La Hamaca,600,San Juan Bautista Valle Nacional,Oaxaca,2010,20,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, ecosistema cavernícola",Frontera Sur Istmo y Pacífico Sur
230,CONANP-196/2010,32 Z-1 P 1/1,7.6294,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
231,CONANP-197/2010,79 Z-1 P 1/1,6.0223,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
232,CONANP-198/2010,45 Z-1 P 1/1,11.0017,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
233,CONANP-199/2010,53 Z-1 P 1/1,5.3822,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
234,CONANP-200/2010,49 Z-1 P 1/1,4.988,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
235,CONANP-201/2010,68 Z-1 P 1/1,4.5415,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
236,CONANP-202/2010,10 Z-1 P 1/1,13.5719,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
237,CONANP-203/2010,13 Z-1 P 1/1,8.6649,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
238,CONANP-204/2010,28 Z-1 P 1/1,4.5101,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
239,CONANP-205/2010,73 Z-1 P 1/1,3.033,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
240,CONANP-206/2010,62 Z-1 P 1/1,8.2021,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
241,CONANP-207/2010,55 Z-1 P 1/1,7.3966,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
242,CONANP-208/2010,23 Z-1 P 1/1,10.619,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
243,CONANP-209/2010,24 Z-1 P 1/1,4.0672,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
244,CONANP-210/2010,64 Z-1 P 1/1,7.7201,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
245,CONANP-211/2010,58 Z-1 P 1/1,6.0623,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
246,CONANP-212/2010,61 Z-1 P 1/1,11.2153,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
247,CONANP-213/2010,1 Z-1 P 1/1,6.865953,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
248,CONANP-214/2010,7 Z-1 P 1/1,9.5377,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
249,CONANP-215/2010,Área de Conservación Nopalera del Rosario,"4,200.00",San Juan Bautista Valle Nacional,Oaxaca,2010,25,"Comunidad 
(Bienes comunales)","galería riparia, bosque mesófilo de montaña, bosque de pino-encino, bosque alpino",Frontera Sur Istmo y Pacífico Sur
250,CONANP-216/2010,Rancho Emanuel,12.1153,San Juan Mazatlán,Oaxaca,2010,99,Persona física,"selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
251,CONANP-217/2010,Cerro El Mirador,237,Maravilla Tenejapa,Chiapas,2010,15,"Ejido
(Tierras de Uso Común)",selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
252,CONANP-218/2010,Reserva Las Guacamayas,"1,454.13",Marqués de Comillas,Chiapas,2010,99,"Ejido
(Tierras de Uso Común)",selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
253,CONANP-219/2010,El Cordón del Retén,"51,781.94",San Miguel Chimalapa,Oaxaca,2010,30,"Comunidad 
(Bienes comunales)","selva baja caducifolia, selva mediana subcaducifolia, selva mediana subperennifolia, sabana de pino-encino, bosque de pino-encino, bosque mesófilo, bosque de pino",Frontera Sur Istmo y Pacífico Sur
254,CONANP-220/2010,424 Z-4 P 1/1,16.003519,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)",selva alta perennifolia,Frontera Sur Istmo y Pacífico Sur
255,CONANP-221/2010,La Capitana,958.44,San Andrés Ixtlahuaca,Oaxaca,2010,25,"Ejido
(Tierras de Uso Común)","bosque de pino-encino, bosque de pino, selva baja caducifolia",Frontera Sur Istmo y Pacífico Sur
256,CONANP-222/2010,Área de Conservación San Felipe de León,"3,500.00",San Juan Bautista Valle Nacional,Oaxaca,2010,15,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, galería riparia, bosque mesófilo de montaña, bosque de pino-encino",Frontera Sur Istmo y Pacífico Sur
257,CONANP-223/2010,70 Z-1 P 1/1,36.073447,Asunción Ixtaltepec,Oaxaca,2010,15,"Ejido 
(Parcela)",selva mediana subcaducifolia,Frontera Sur Istmo y Pacífico Sur
258,CONANP-224/2010,"Zonas de Uso Común I,II,III y IV","1,402.17",San Juan Guichicovi,Oaxaca,2010,30,"Ejido
(Tierras de Uso Común)","selva alta perennifolia, selva mediana subperennifolia, galería riparia",Frontera Sur Istmo y Pacífico Sur
259,CONANP-225/2010,Parcela 128 Z-1 P 1/2,17.115138,Santa María Chimalapa,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
260,CONANP-226/2010,Parcela 129 Z-1 P 1/2,62.096304,Santa María Chimalapa,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
261,CONANP-227/2010,38 Z-1 P 1/1,15.6332,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
262,CONANP-228/2010,30 Z-1 P 1/1,5.899,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
263,CONANP-229/2010,5 Z-1 P 1/1,17.851484,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
264,CONANP-230/2010,37 Z-1 P 1/1,6.8295,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
265,CONANP-231/2010,26 Z-1 P 1/1,9.3703,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
266,CONANP-232/2010,22 Z-1 P 1/1,7.5244,San Juan Guichicovi,Oaxaca,2010,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
267,CONANP-233/2010,Finca Monte Carlo,161.2755,San Miguel del Puerto,Oaxaca,2010,50,Persona física,"selva alta perennifolia, bosque mesófilo de montaña, bosque de pino-encino",Frontera Sur Istmo y Pacífico Sur
268,CONANP-234/2010,Much Kanan K'aax,"1,230.00",Felipe Carrillo Puerto,Quintana Roo,2010,25,"Ejido
(Tierras de Uso Común)","selva mediana subcaduciifolia y subperennifolia, selva alta perennifolia, cuerpos lagunares y aguadas",Península de Yucatán y Caribe Mexicano
269,CONANP-235/2010,Selva Nueva y El Jaguar,5.878207,Coatepec,Veracruz,2010,20,Persona física,bosque mesófilo de montaña ,Planicie Costera y Golfo de México
270,CONANP-236/2010,Huub'Sak,50,Othón P. Blanco,Quintana Roo,2010,99,Persona física,"selva mediana/alta subperennifolia, manglar",Península de Yucatán y Caribe Mexicano
271,CONANP-237/2010,Área Natural Protegida del Bicentenario El Pilón,237.6,Tlaxco,Tlaxcala,2010,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
272,CONANP-238/2010,"Área Natural Protegida del Bicentenario Fracción Exhacienda Tlacotla, Lote Seis",40.3707,Tlaxco,Tlaxcala,2010,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
273,CONANP-239/2010,Área Natural Protegida del Bicentenario Fracción Uno de San José El Manantial,41.9391,Tlaxco,Tlaxcala,2010,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
274,CONANP-240/2010,Área Natural Protegida del Bicentenario Santa Clara El Corte,30,Nanacamilpa de Mariano Arista,Tlaxcala,2010,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
275,CONANP-241/2010,Área Natural Protegida del Bicentenario Santa Clara El Corte,32.17,Nanacamilpa de Mariano Arista,Tlaxcala,2010,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
276,CONANP-242/2010,Área Natural Protegida del Bicentenario Fracción II San Isidro Rancho Nuevo,137.8,Tlaxco,Tlaxcala,2010,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
277,CONANP-245/2010,"Área Natural Protegida del Bicentenario Fracción Uno de la Exhacienda de Tlacotla, Rancho El Pardo",98.375,Tlaxco,Tlaxcala,2010,15,Persona física,"bosque alpino de abies, bosque de pino encino",Centro y Eje Neovolcánico
278,CONANP-246/2010,"Área Natural Protegida del Bicentenario Conjunto Predial El Tecajete, Las Águilas y Santo Tomas",460,Altzayanca,Tlaxcala,2010,15,Persona física,"bosque de pino encino (relictos), matorral xerófilo de altura",Centro y Eje Neovolcánico
279,CONANP-247/2010,Área de Conservación San Antonio Analco,"2,050.00",San Felipe Usila,Oaxaca,2010,20,"Comunidad 
(Bienes comunales)","bosque de pino-encino, selva alta perennifolia, selva mediana subperennifolia, galería riparia, bosque mesófilo de montaña",Frontera Sur Istmo y Pacífico Sur
280,CONANP-248/2011,Área de Conservación Ecológica de San José Buenavista,358.5454,Alpoyeca,Guerrero,2011,50,"Ejido
(Tierras de Uso Común)",bosque de encino y selva baja caducifolia,Centro y Eje Neovolcánico
281,*CONANP-249/2011,Reserva Bio Ventura,207.855899,Aldama,Tamaulipas,2011,15,Persona moral,"selva espinosa, selva baja caducifolia, ecosistema cavernícola, ecosistema acuático",Planicie Costera y Golfo de México
282,CONANP-250/2011,Rancho El Aribabi Fracción A,"3,951.00",Ímuris,Sonora,2011,15,Persona física,"matorral xerófilo de mezquite/sahuaro/nopal, pastizal con yuca, galerías de sauce/platanus, sabana de pino/encino/junípero, bosque de encino, bosque de pino-encino, vegetación acuática",Noroeste y Alto Golfo de California
283,CONANP-251/2011,Parque Ecológico Tuzandepetl,"1,047.19",Ixhuatlán del Sureste,Veracruz,2011,50,Empresa de Participación Estatal,"selva alta/mediana perennifolia inundable, palmar, manglar de agua dulce, tular-popal, vegetación acuática, acahual",Planicie Costera y Golfo de México
284,CONANP-252/2011,Pequeña Propiedad del Sr. Epifanio Francisco Pacheco,5.7041,San Juan Guichicovi,Oaxaca,2011,15,Persona física,"selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
285,CONANP-253/2011,34 Z-1 P1/1,5.924,San Juan Guichicovi,Oaxaca,2011,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
286,CONANP-254/2011,44 Z-1 P1/1,4.8453,San Juan Guichicovi,Oaxaca,2011,15,"Ejido 
(Parcela)","selva alta perennifolia, selva mediana subperennifolia",Frontera Sur Istmo y Pacífico Sur
287,CONANP-255/2011,Área de Conservación Ecológica San Vicente Zoyatlan,"3,913.18",Alcozauca,Guerrero,2011,30,"Comunidad 
(Bienes comunales)","bosque de encino, bosque de pino-encino, bosque mesófilo en galería",Centro y Eje Neovolcánico
288,CONANP-256/2011,Área de Conservación Ecológica de Santa Cruz del Rincón,"2,379.86",Malinaltepec,Guerrero,2011,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo, relictos selva mediana subcaducifolia ",Centro y Eje Neovolcánico
289,CONANP-257/2011,Área de Conservación Ecológica de Pueblo Hidalgo,"7,907.64",San Luis Acatlán,Guerrero,2011,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo, selva mediana subcaducifolia, selva baja caducifolia",Centro y Eje Neovolcánico
290,CONANP-258/2011,Área de Conservación Ecológica de Acatepec,"12,655.71",Acatepec,Guerrero,2011,30,"Comunidad 
(Bienes comunales)","bosque de pino-encino, bosque mesófilo, selva mediana subcaducifolia, selva baja caducifolia",Centro y Eje Neovolcánico
